amount,transaction_type,merchant_category,location,device_used,is_fraud
27.95,transfer,online,Tokyo,atm,False
831.86,deposit,entertainment,Tokyo,mobile,False
25.61,transfer,online,New York,atm,False
1249.02,deposit,online,Tokyo,atm,False
1937.42,deposit,online,New York,mobile,False
32.02,transfer,online,New York,mobile,False
927.86,deposit,entertainment,New York,mobile,False
258.03,deposit,entertainment,New York,atm,False
18.8,transfer,online,New York,mobile,False
1113.35,deposit,entertainment,New York,mobile,False
37.61,transfer,entertainment,Tokyo,atm,False
11.55,transfer,online,New York,atm,False
504,deposit,entertainment,New York,mobile,False
561.35,deposit,entertainment,Tokyo,atm,False
1152.09,deposit,entertainment,Tokyo,mobile,False
338.68,deposit,online,Tokyo,mobile,False
632.65,deposit,entertainment,Tokyo,mobile,False
539.3,deposit,online,Tokyo,atm,False
22.56,transfer,online,Tokyo,atm,False
19.93,transfer,online,New York,atm,False
1411.99,deposit,online,New York,mobile,False
574.96,deposit,entertainment,New York,mobile,False
21.62,transfer,online,Tokyo,mobile,False
23.13,transfer,entertainment,New York,mobile,False
0.01,deposit,entertainment,Tokyo,mobile,False
2445.35,deposit,entertainment,New York,atm,False
1144.33,deposit,online,New York,mobile,False
10.05,transfer,entertainment,New York,atm,False
715.77,deposit,online,Tokyo,atm,True
1793.81,deposit,entertainment,New York,mobile,False
5,transfer,online,New York,mobile,False
30,transfer,entertainment,New York,mobile,False
20.32,transfer,online,New York,mobile,False
617.82,deposit,entertainment,Tokyo,mobile,False
773.75,deposit,online,Tokyo,mobile,False
21,transfer,entertainment,Tokyo,mobile,False
14.88,transfer,entertainment,Tokyo,atm,False
34.72,transfer,entertainment,Tokyo,atm,True
30.53,transfer,online,New York,atm,False
1650.09,deposit,online,Tokyo,mobile,False
34.31,transfer,online,Tokyo,mobile,False
14.27,transfer,entertainment,Tokyo,mobile,False
1213.94,deposit,entertainment,New York,atm,False
551.19,deposit,entertainment,Tokyo,mobile,False
511.5,deposit,online,Tokyo,mobile,False
10.99,transfer,online,New York,atm,False
24.2,transfer,entertainment,New York,atm,False
53.44,transfer,online,Tokyo,atm,False
1415,deposit,online,New York,atm,False
268.12,deposit,online,New York,mobile,False
29.44,transfer,online,Tokyo,atm,False
0.01,deposit,entertainment,Tokyo,mobile,False
21.89,transfer,entertainment,Tokyo,atm,False
19.72,transfer,entertainment,New York,atm,False
25.75,transfer,online,Tokyo,atm,False
75.37,transfer,entertainment,Tokyo,mobile,False
1058.73,deposit,online,New York,mobile,False
947.16,deposit,online,New York,atm,False
544.28,deposit,online,Tokyo,mobile,False
2024.62,deposit,online,New York,mobile,False
1338.77,deposit,entertainment,Tokyo,atm,False
1518.63,deposit,entertainment,Tokyo,atm,False
11.17,transfer,entertainment,New York,mobile,False
35.16,transfer,entertainment,Tokyo,mobile,False
915.03,deposit,entertainment,New York,atm,False
478.45,deposit,online,Tokyo,atm,False
913.66,deposit,online,New York,mobile,False
26.3,transfer,online,New York,mobile,False
20.29,transfer,entertainment,Tokyo,atm,False
4.21,transfer,online,Tokyo,mobile,False
36.95,transfer,entertainment,Tokyo,mobile,False
27.06,transfer,online,Tokyo,atm,False
2018.93,deposit,entertainment,Tokyo,atm,False
11.94,transfer,entertainment,New York,mobile,False
1170.01,deposit,entertainment,New York,atm,False
32.14,transfer,entertainment,New York,mobile,False
1183.31,deposit,entertainment,Tokyo,mobile,False
31.63,transfer,entertainment,Tokyo,atm,False
912.77,deposit,online,New York,mobile,False
9.62,transfer,entertainment,Tokyo,mobile,True
0.01,deposit,entertainment,Tokyo,mobile,False
29.82,transfer,entertainment,Tokyo,mobile,False
1276.5,deposit,entertainment,Tokyo,mobile,False
9.7,transfer,online,New York,mobile,False
1067.85,deposit,online,Tokyo,mobile,False
66.44,transfer,online,New York,atm,False
1446.17,deposit,online,New York,atm,False
717.71,deposit,online,Tokyo,atm,False
1638.45,deposit,online,Tokyo,mobile,False
2.37,transfer,entertainment,Tokyo,atm,False
9.22,transfer,entertainment,Tokyo,atm,False
686.27,deposit,entertainment,Tokyo,mobile,False
25.97,transfer,entertainment,New York,atm,False
685.07,deposit,entertainment,Tokyo,mobile,False
1285.07,deposit,online,Tokyo,mobile,False
25.2,transfer,entertainment,Tokyo,atm,False
390.12,deposit,online,Tokyo,mobile,False
1036.38,deposit,online,Tokyo,mobile,False
525.62,deposit,entertainment,New York,mobile,False
817,deposit,entertainment,Tokyo,mobile,False
1185.65,deposit,entertainment,Tokyo,atm,False
1381.15,deposit,entertainment,Tokyo,mobile,False
11.74,transfer,online,New York,mobile,False
34.59,transfer,entertainment,New York,mobile,False
18.96,transfer,entertainment,New York,atm,False
11.18,transfer,online,Tokyo,mobile,False
857.23,deposit,online,Tokyo,mobile,False
551.59,deposit,online,New York,mobile,False
28.36,transfer,online,New York,mobile,False
1426.41,deposit,entertainment,New York,mobile,False
760.41,deposit,online,Tokyo,atm,False
52.19,deposit,entertainment,New York,atm,False
533.92,deposit,entertainment,New York,atm,False
866,deposit,online,New York,mobile,False
15.1,transfer,entertainment,New York,mobile,False
26,transfer,online,Tokyo,mobile,False
42.19,transfer,online,New York,atm,False
1064.63,deposit,online,Tokyo,atm,False
14.78,transfer,entertainment,New York,atm,False
527.13,deposit,entertainment,Tokyo,atm,False
1368.25,deposit,entertainment,Tokyo,atm,False
983.06,deposit,online,Tokyo,atm,False
941.88,deposit,online,Tokyo,atm,False
12.52,transfer,online,Tokyo,atm,False
21.51,transfer,online,Tokyo,mobile,False
796.87,deposit,online,New York,atm,False
7.71,transfer,entertainment,Tokyo,mobile,False
1077.27,deposit,entertainment,Tokyo,atm,False
23.61,transfer,entertainment,New York,mobile,False
32.14,transfer,online,Tokyo,atm,False
643.7,deposit,entertainment,Tokyo,mobile,False
733.32,deposit,online,New York,atm,False
746.59,deposit,online,Tokyo,mobile,False
17.6,transfer,online,Tokyo,atm,True
362.15,deposit,online,Tokyo,mobile,False
56.1,transfer,entertainment,New York,atm,False
1515.89,deposit,online,New York,atm,False
10.43,transfer,online,New York,atm,False
223.89,deposit,online,New York,mobile,False
1476.69,deposit,online,Tokyo,atm,False
15.91,transfer,online,New York,atm,False
60.85,transfer,entertainment,New York,atm,False
1425.15,deposit,entertainment,New York,mobile,False
26.68,transfer,entertainment,New York,atm,False
1263.18,deposit,entertainment,Tokyo,mobile,False
31.91,transfer,entertainment,Tokyo,atm,False
1360.32,deposit,online,Tokyo,atm,False
16.08,transfer,online,Tokyo,atm,False
8.02,transfer,entertainment,Tokyo,atm,False
1533.8,deposit,entertainment,New York,mobile,False
20.81,transfer,online,New York,atm,False
19.86,transfer,online,Tokyo,mobile,False
24.63,transfer,online,Tokyo,atm,True
1797.24,deposit,online,Tokyo,atm,False
19.07,transfer,online,Tokyo,mobile,False
19.48,transfer,entertainment,New York,mobile,True
1513.24,deposit,entertainment,New York,atm,False
18.05,transfer,online,New York,mobile,False
322.95,deposit,entertainment,New York,mobile,False
1403.74,deposit,online,New York,mobile,False
1532.16,deposit,online,New York,mobile,False
8.38,transfer,entertainment,New York,mobile,False
1427.23,deposit,entertainment,Tokyo,mobile,False
788.33,deposit,entertainment,Tokyo,mobile,False
1340.99,deposit,entertainment,Tokyo,mobile,False
1033.94,deposit,online,New York,atm,False
727.63,deposit,entertainment,Tokyo,mobile,False
21.5,transfer,entertainment,New York,atm,False
19.21,transfer,entertainment,Tokyo,atm,False
943.74,deposit,online,Tokyo,mobile,False
21.53,transfer,entertainment,New York,mobile,False
5.64,transfer,entertainment,Tokyo,atm,False
1189.18,deposit,online,Tokyo,atm,False
46.99,transfer,entertainment,Tokyo,mobile,False
6.48,transfer,online,New York,atm,False
17.63,transfer,online,New York,mobile,False
1668.71,deposit,entertainment,Tokyo,mobile,False
7.2,transfer,online,New York,mobile,False
16.1,transfer,entertainment,Tokyo,mobile,False
1601.03,deposit,entertainment,Tokyo,mobile,False
1144.51,deposit,online,Tokyo,mobile,False
1311.38,deposit,entertainment,Tokyo,atm,False
10.65,transfer,entertainment,Tokyo,mobile,False
28.58,transfer,entertainment,New York,atm,False
492.34,deposit,online,Tokyo,mobile,False
13.57,transfer,online,New York,atm,False
125.34,deposit,online,Tokyo,mobile,False
684.07,deposit,entertainment,Tokyo,mobile,False
16.08,transfer,entertainment,New York,mobile,False
26.96,transfer,entertainment,New York,mobile,True
544.65,deposit,entertainment,Tokyo,atm,False
1631.39,deposit,entertainment,New York,atm,False
78.56,transfer,online,New York,mobile,False
47.03,transfer,online,Tokyo,atm,False
1382.03,deposit,entertainment,New York,atm,False
2088.12,deposit,online,New York,atm,False
37.89,transfer,entertainment,New York,atm,False
44.84,transfer,online,New York,atm,False
887.89,deposit,entertainment,New York,mobile,False
2044.65,deposit,online,Tokyo,atm,False
38.53,transfer,entertainment,New York,atm,False
13.84,transfer,entertainment,New York,mobile,False
826.47,deposit,entertainment,New York,mobile,False
1411.34,deposit,online,Tokyo,atm,False
22.9,transfer,online,Tokyo,atm,False
1548.04,deposit,entertainment,New York,atm,False
17.74,transfer,entertainment,Tokyo,mobile,False
10.56,transfer,entertainment,Tokyo,mobile,False
904.78,deposit,entertainment,Tokyo,atm,False
1307.14,deposit,entertainment,New York,atm,False
17.95,transfer,online,New York,mobile,False
29.03,transfer,entertainment,Tokyo,mobile,False
646.79,deposit,online,Tokyo,mobile,False
707.9,deposit,online,New York,mobile,False
792.68,deposit,entertainment,New York,atm,False
744.02,deposit,entertainment,New York,atm,False
21.66,transfer,entertainment,New York,mobile,False
15.45,transfer,online,Tokyo,atm,False
763.04,deposit,entertainment,New York,atm,False
1382.62,deposit,entertainment,New York,mobile,False
951.61,deposit,entertainment,New York,mobile,False
22.38,transfer,entertainment,Tokyo,mobile,False
1253.14,deposit,online,New York,mobile,False
1851.85,deposit,online,New York,mobile,False
399.99,deposit,online,New York,atm,False
15.19,transfer,online,Tokyo,mobile,False
724.73,deposit,online,New York,atm,False
1135.27,deposit,entertainment,Tokyo,mobile,False
932.41,deposit,online,Tokyo,mobile,False
27.77,transfer,entertainment,New York,mobile,False
910.1,deposit,entertainment,Tokyo,atm,False
1204.68,deposit,entertainment,New York,atm,False
587.19,deposit,entertainment,Tokyo,mobile,False
9.18,transfer,entertainment,Tokyo,atm,False
1008.88,deposit,online,New York,mobile,False
348.47,deposit,online,New York,mobile,False
1017.24,deposit,online,New York,mobile,False
10.72,transfer,entertainment,Tokyo,atm,False
0.01,deposit,entertainment,New York,atm,False
18.84,transfer,online,New York,mobile,False
6.37,transfer,online,Tokyo,atm,False
16.04,transfer,online,Tokyo,mobile,False
64.43,transfer,entertainment,New York,atm,False
712.6,deposit,online,New York,atm,False
1397.4,deposit,entertainment,New York,mobile,False
1255.65,deposit,entertainment,Tokyo,mobile,True
893.01,deposit,online,Tokyo,atm,False
485.74,deposit,entertainment,Tokyo,mobile,False
11.16,transfer,entertainment,Tokyo,atm,False
936.55,deposit,online,New York,atm,False
1318.19,deposit,entertainment,New York,mobile,False
5.67,transfer,online,New York,atm,False
13.28,transfer,entertainment,Tokyo,atm,False
1532.34,deposit,online,Tokyo,atm,False
76.69,transfer,online,New York,mobile,False
5.79,transfer,entertainment,Tokyo,mobile,False
802.49,deposit,online,Tokyo,atm,True
17.92,transfer,entertainment,New York,mobile,False
1320.94,deposit,entertainment,Tokyo,mobile,False
614.93,deposit,entertainment,New York,mobile,False
476.47,deposit,entertainment,New York,mobile,False
5.91,deposit,entertainment,Tokyo,mobile,False
70.41,transfer,online,Tokyo,mobile,False
443.13,deposit,entertainment,New York,mobile,False
940.09,deposit,online,Tokyo,mobile,False
1357.17,deposit,online,Tokyo,mobile,False
1187.13,deposit,online,New York,mobile,False
11.07,transfer,entertainment,Tokyo,mobile,False
51.1,transfer,entertainment,Tokyo,atm,False
11.77,transfer,online,New York,mobile,False
227.7,deposit,entertainment,New York,mobile,False
23.14,transfer,entertainment,Tokyo,mobile,False
17.15,transfer,online,New York,mobile,False
46.42,transfer,entertainment,New York,atm,False
1085.57,deposit,entertainment,Tokyo,mobile,False
1161.65,deposit,online,Tokyo,atm,False
1152.89,deposit,online,Tokyo,mobile,False
1585.25,deposit,entertainment,New York,atm,False
30.65,transfer,online,Tokyo,atm,False
921.91,deposit,entertainment,New York,atm,False
11.82,transfer,online,Tokyo,mobile,False
41.9,transfer,entertainment,Tokyo,mobile,True
1350.93,deposit,entertainment,New York,mobile,False
23.03,transfer,online,New York,atm,False
8.65,transfer,entertainment,Tokyo,atm,False
11.28,transfer,entertainment,New York,mobile,False
864.85,deposit,entertainment,Tokyo,atm,False
1115.99,deposit,online,Tokyo,mobile,False
390.72,deposit,online,New York,mobile,False
23.07,transfer,online,New York,mobile,False
19.06,transfer,entertainment,New York,mobile,False
1625.52,deposit,entertainment,Tokyo,mobile,False
674.74,deposit,online,New York,mobile,False
1100.16,deposit,online,New York,atm,False
1000.67,deposit,entertainment,Tokyo,atm,True
11.68,transfer,entertainment,Tokyo,atm,False
9.36,transfer,online,New York,atm,False
726.79,deposit,entertainment,New York,mobile,False
641.08,deposit,entertainment,New York,mobile,False
1183.06,deposit,entertainment,Tokyo,mobile,False
1004.59,deposit,online,Tokyo,mobile,False
25.22,deposit,online,Tokyo,mobile,False
280.55,deposit,entertainment,Tokyo,atm,False
1330.33,deposit,online,New York,atm,False
13.42,transfer,entertainment,Tokyo,mobile,False
589.49,deposit,online,Tokyo,atm,False
11.07,transfer,online,Tokyo,mobile,False
11.58,transfer,online,New York,atm,False
1210.64,deposit,entertainment,Tokyo,mobile,False
962.5,deposit,entertainment,New York,atm,False
17.53,transfer,online,New York,mobile,False
13.39,transfer,online,New York,mobile,False
761.24,deposit,online,New York,atm,False
16.07,transfer,online,New York,atm,False
20.88,transfer,entertainment,New York,mobile,False
609.57,deposit,entertainment,New York,atm,False
671.68,deposit,entertainment,Tokyo,atm,False
17.71,transfer,online,Tokyo,mobile,False
700.24,deposit,online,New York,mobile,False
1653.9,deposit,online,Tokyo,atm,False
3.06,transfer,online,Tokyo,atm,False
18.87,transfer,online,Tokyo,mobile,False
12.06,transfer,online,Tokyo,mobile,False
25.4,transfer,entertainment,Tokyo,mobile,False
1305.6,deposit,online,Tokyo,mobile,False
1426.82,deposit,online,Tokyo,atm,False
22.39,transfer,entertainment,Tokyo,atm,False
52.83,transfer,entertainment,New York,mobile,False
1465.06,deposit,online,New York,mobile,False
14.39,transfer,entertainment,New York,atm,False
567.29,deposit,entertainment,New York,mobile,False
229.39,deposit,online,Tokyo,atm,False
1117.59,deposit,online,Tokyo,atm,False
8.12,transfer,online,Tokyo,atm,False
17.65,transfer,online,New York,atm,False
1227.58,deposit,entertainment,New York,atm,False
552.38,deposit,online,Tokyo,mobile,False
16.44,transfer,entertainment,New York,mobile,False
465.19,deposit,online,Tokyo,mobile,False
30.02,transfer,online,New York,atm,False
1036.18,deposit,online,Tokyo,mobile,False
525.68,deposit,entertainment,New York,mobile,False
16.64,transfer,entertainment,New York,mobile,False
1278.99,deposit,entertainment,New York,mobile,False
26.86,transfer,online,Tokyo,mobile,False
2.65,transfer,entertainment,Tokyo,mobile,False
22.49,transfer,online,Tokyo,atm,False
70.55,transfer,entertainment,New York,mobile,False
18.88,transfer,entertainment,New York,atm,False
184.26,deposit,entertainment,New York,mobile,False
28.96,transfer,online,Tokyo,mobile,False
660.9,deposit,entertainment,New York,mobile,False
27.97,transfer,online,Tokyo,mobile,False
16.99,transfer,online,Tokyo,mobile,False
902.52,deposit,online,New York,mobile,False
13.08,transfer,entertainment,Tokyo,mobile,False
4.91,transfer,online,Tokyo,mobile,False
139.25,deposit,entertainment,New York,atm,False
1146.57,deposit,entertainment,Tokyo,atm,False
22.51,transfer,entertainment,Tokyo,mobile,False
22.66,transfer,online,Tokyo,mobile,False
18.19,transfer,entertainment,New York,mobile,False
1398.18,deposit,online,Tokyo,mobile,False
1425.98,deposit,entertainment,New York,mobile,False
845.48,deposit,online,Tokyo,mobile,False
1207.37,deposit,entertainment,New York,mobile,False
77.78,transfer,entertainment,New York,atm,False
578.53,deposit,entertainment,Tokyo,mobile,False
1831.14,deposit,entertainment,Tokyo,atm,False
22.57,transfer,entertainment,New York,mobile,False
1585.8,deposit,online,Tokyo,atm,False
54.5,transfer,entertainment,New York,mobile,False
278.98,deposit,entertainment,New York,mobile,False
7.19,transfer,online,Tokyo,mobile,False
1234.76,deposit,online,New York,atm,False
35.85,transfer,online,Tokyo,mobile,False
14.59,transfer,online,New York,atm,False
2575.71,deposit,online,Tokyo,atm,False
14.48,transfer,entertainment,New York,atm,False
892.43,deposit,entertainment,Tokyo,mobile,False
1174.61,deposit,entertainment,New York,atm,False
35.53,transfer,entertainment,Tokyo,mobile,False
67.81,transfer,online,Tokyo,mobile,False
44.48,transfer,online,New York,mobile,False
12.72,transfer,online,New York,atm,False
18.22,transfer,entertainment,New York,mobile,False
801.24,deposit,online,Tokyo,atm,False
1586.52,deposit,online,New York,mobile,False
17.3,transfer,entertainment,New York,mobile,False
990.99,deposit,online,Tokyo,atm,False
59.22,transfer,online,New York,atm,False
1151.57,deposit,online,Tokyo,mobile,False
821.23,deposit,entertainment,New York,mobile,False
6.35,transfer,entertainment,Tokyo,atm,False
66.88,transfer,entertainment,New York,atm,False
959.71,deposit,online,New York,atm,False
703.48,deposit,entertainment,Tokyo,mobile,False
64.63,deposit,entertainment,Tokyo,atm,False
35.12,transfer,entertainment,New York,mobile,False
11.57,transfer,entertainment,Tokyo,atm,False
29.93,transfer,entertainment,New York,mobile,False
10.83,transfer,online,New York,atm,False
13.7,transfer,entertainment,New York,atm,False
28.2,transfer,online,New York,mobile,False
90.97,transfer,online,Tokyo,mobile,True
25.99,transfer,online,New York,mobile,False
30.97,transfer,entertainment,New York,atm,False
490.39,deposit,online,Tokyo,mobile,False
588.67,deposit,entertainment,New York,atm,False
10.63,transfer,online,Tokyo,atm,False
9.32,transfer,entertainment,Tokyo,atm,False
9.13,transfer,online,New York,atm,False
1418.21,deposit,online,Tokyo,mobile,False
22.75,transfer,entertainment,Tokyo,mobile,False
25.51,transfer,online,New York,atm,False
8.84,transfer,online,Tokyo,atm,False
1349.67,deposit,entertainment,Tokyo,atm,False
592.05,deposit,entertainment,Tokyo,atm,False
11.36,transfer,entertainment,Tokyo,atm,False
1202.17,deposit,entertainment,Tokyo,mobile,False
10.34,transfer,entertainment,Tokyo,mobile,False
790.11,deposit,entertainment,Tokyo,mobile,False
1411.84,deposit,entertainment,Tokyo,atm,True
905.84,deposit,entertainment,New York,mobile,False
0.01,deposit,entertainment,Tokyo,atm,False
417.57,deposit,online,New York,mobile,False
402.11,deposit,entertainment,Tokyo,mobile,False
13.4,transfer,online,New York,atm,False
42.89,transfer,entertainment,Tokyo,atm,False
1200.5,deposit,entertainment,Tokyo,atm,False
11.8,transfer,online,Tokyo,atm,False
694.23,deposit,online,New York,mobile,False
1851.4,deposit,online,Tokyo,atm,False
21.58,transfer,online,New York,mobile,False
499.14,deposit,entertainment,Tokyo,mobile,False
14.37,transfer,online,Tokyo,atm,False
1135.06,deposit,entertainment,New York,mobile,False
918.66,deposit,online,Tokyo,mobile,False
1236.25,deposit,online,Tokyo,atm,False
38.6,transfer,online,New York,mobile,False
39.75,transfer,entertainment,New York,mobile,False
711.01,deposit,online,Tokyo,atm,False
19.63,transfer,online,New York,atm,False
26.09,transfer,entertainment,New York,mobile,False
13.47,transfer,entertainment,New York,atm,False
1280.78,deposit,entertainment,Tokyo,atm,False
59.52,transfer,online,New York,atm,False
19.43,transfer,online,New York,mobile,False
1266.72,deposit,entertainment,New York,atm,False
1136.84,deposit,entertainment,New York,mobile,False
1515.34,deposit,entertainment,New York,atm,False
29.86,transfer,entertainment,New York,atm,False
11.18,transfer,entertainment,Tokyo,mobile,False
34.48,transfer,entertainment,Tokyo,atm,False
1394.43,deposit,entertainment,Tokyo,atm,False
1503.82,deposit,entertainment,Tokyo,mobile,False
1551.13,deposit,entertainment,Tokyo,mobile,False
214.15,deposit,entertainment,New York,mobile,False
23.65,transfer,online,New York,mobile,False
19.08,transfer,entertainment,New York,atm,False
17.17,transfer,online,New York,mobile,True
14.17,transfer,entertainment,New York,atm,False
1045.1,deposit,entertainment,Tokyo,mobile,False
1462.27,deposit,entertainment,New York,mobile,False
12.99,transfer,online,New York,mobile,False
1513.12,deposit,entertainment,Tokyo,atm,False
5.57,transfer,entertainment,New York,atm,False
357.19,deposit,entertainment,New York,mobile,False
23.03,transfer,online,New York,atm,False
12.3,transfer,online,Tokyo,mobile,False
1228.4,deposit,entertainment,New York,atm,False
1616.29,deposit,entertainment,New York,atm,False
50.84,transfer,entertainment,Tokyo,atm,False
846.2,deposit,entertainment,New York,atm,False
1169.92,deposit,online,Tokyo,atm,False
76.22,transfer,online,New York,mobile,False
22.94,transfer,online,New York,mobile,False
35.63,transfer,entertainment,New York,mobile,False
20.03,transfer,entertainment,Tokyo,mobile,False
1160.47,deposit,online,New York,atm,False
154.11,deposit,online,New York,atm,False
366.93,deposit,online,Tokyo,mobile,False
83.6,transfer,online,New York,mobile,False
1945.74,deposit,online,Tokyo,atm,False
961.96,deposit,entertainment,Tokyo,atm,False
998.12,deposit,online,New York,atm,False
871.35,deposit,entertainment,Tokyo,mobile,False
1891.05,deposit,entertainment,Tokyo,atm,False
10.87,transfer,entertainment,New York,mobile,False
30.87,transfer,online,Tokyo,mobile,False
781.5,deposit,entertainment,New York,mobile,False
4.62,transfer,online,Tokyo,atm,True
1376.95,deposit,online,Tokyo,mobile,False
13.21,transfer,entertainment,Tokyo,atm,False
947.85,deposit,entertainment,New York,mobile,False
8.94,transfer,entertainment,Tokyo,mobile,False
802.12,deposit,entertainment,New York,mobile,False
824.67,deposit,online,New York,mobile,False
1475.56,deposit,entertainment,New York,mobile,False
12.31,transfer,entertainment,New York,mobile,False
356.09,deposit,online,Tokyo,atm,False
1199.2,deposit,entertainment,Tokyo,atm,False
340.02,deposit,entertainment,New York,mobile,False
676.59,deposit,online,New York,mobile,False
12.8,transfer,entertainment,Tokyo,mobile,False
10.18,transfer,online,Tokyo,mobile,False
31.6,transfer,online,Tokyo,atm,False
740.66,deposit,entertainment,New York,mobile,True
793.95,deposit,online,Tokyo,atm,False
1123.93,deposit,entertainment,New York,mobile,False
1307.33,deposit,entertainment,Tokyo,atm,False
951.72,deposit,entertainment,Tokyo,atm,False
676.86,deposit,online,Tokyo,atm,False
1236.12,deposit,entertainment,New York,atm,False
1713.78,deposit,entertainment,New York,mobile,False
1478.61,deposit,online,New York,mobile,False
12.78,transfer,entertainment,Tokyo,mobile,False
21.7,transfer,entertainment,Tokyo,atm,False
584.85,deposit,online,Tokyo,atm,False
27.12,transfer,online,New York,mobile,False
0.01,deposit,entertainment,Tokyo,atm,False
6.14,transfer,online,Tokyo,mobile,False
1455.68,deposit,entertainment,New York,mobile,False
34.82,transfer,entertainment,Tokyo,mobile,False
25.48,transfer,online,New York,mobile,False
1269.8,deposit,entertainment,Tokyo,mobile,False
7.81,transfer,entertainment,Tokyo,mobile,False
22.88,transfer,online,Tokyo,mobile,False
10.39,transfer,entertainment,Tokyo,atm,False
70.45,transfer,entertainment,Tokyo,mobile,False
9.1,transfer,entertainment,Tokyo,mobile,False
34.46,transfer,online,Tokyo,mobile,True
1164.12,deposit,online,New York,atm,False
8.03,transfer,entertainment,Tokyo,mobile,False
11.33,transfer,entertainment,Tokyo,atm,False
566.21,deposit,entertainment,New York,atm,False
934.5,deposit,online,Tokyo,atm,False
988.58,deposit,entertainment,New York,atm,False
990.31,deposit,online,New York,atm,False
2402.25,deposit,entertainment,New York,atm,False
13.04,transfer,online,Tokyo,atm,False
72.01,transfer,entertainment,New York,atm,False
25.4,transfer,online,Tokyo,mobile,True
1623.27,deposit,online,Tokyo,atm,False
1149.27,deposit,online,Tokyo,mobile,False
338.56,deposit,entertainment,Tokyo,mobile,False
1281.3,deposit,online,New York,mobile,False
1210.83,deposit,entertainment,New York,atm,False
1819.6,deposit,online,New York,atm,False
17.68,transfer,entertainment,Tokyo,atm,False
5.43,transfer,online,New York,mobile,False
1078.92,deposit,online,Tokyo,mobile,False
34.06,transfer,entertainment,Tokyo,atm,False
771.25,deposit,online,New York,mobile,False
454.99,deposit,online,New York,atm,False
16.86,transfer,entertainment,New York,mobile,False
11.22,transfer,entertainment,New York,atm,False
619.32,deposit,entertainment,New York,atm,False
1553.03,deposit,online,Tokyo,atm,False
555.9,deposit,online,New York,atm,False
18.19,transfer,online,Tokyo,mobile,False
34.1,transfer,entertainment,New York,atm,False
583.82,deposit,online,Tokyo,mobile,False
25.91,transfer,online,New York,mobile,False
696.86,deposit,online,New York,atm,False
1246.55,deposit,entertainment,Tokyo,atm,False
443.6,deposit,entertainment,New York,mobile,False
767.82,deposit,online,New York,atm,False
1229.12,deposit,online,New York,mobile,False
2.63,transfer,entertainment,Tokyo,atm,False
20.14,transfer,online,New York,mobile,False
25.79,transfer,online,New York,mobile,False
856.14,deposit,entertainment,New York,mobile,False
59.05,transfer,entertainment,Tokyo,atm,False
18.37,transfer,online,New York,mobile,False
44.07,transfer,online,Tokyo,mobile,False
6.15,transfer,online,New York,mobile,False
905.01,deposit,online,New York,atm,False
1883.9,deposit,entertainment,Tokyo,mobile,False
29.67,transfer,online,Tokyo,mobile,False
37.37,transfer,online,Tokyo,mobile,False
10.62,transfer,entertainment,Tokyo,atm,False
6.34,transfer,entertainment,Tokyo,atm,False
960.06,deposit,entertainment,New York,atm,False
1359.7,deposit,entertainment,Tokyo,atm,False
11.42,transfer,entertainment,New York,atm,False
382.84,deposit,entertainment,Tokyo,atm,False
1421.64,deposit,entertainment,New York,atm,False
595.93,deposit,online,New York,mobile,False
82.59,transfer,entertainment,New York,mobile,False
37.54,transfer,entertainment,Tokyo,atm,False
13,transfer,online,Tokyo,mobile,False
905.03,deposit,online,Tokyo,atm,True
1093.86,deposit,online,New York,mobile,False
1826.21,deposit,entertainment,Tokyo,mobile,False
35.46,transfer,online,Tokyo,mobile,False
23.01,transfer,online,Tokyo,atm,False
25.2,transfer,online,New York,mobile,False
1281.46,deposit,entertainment,New York,atm,False
16.6,transfer,entertainment,New York,mobile,False
35.7,transfer,entertainment,New York,mobile,False
13.62,transfer,entertainment,New York,atm,False
12.78,transfer,entertainment,New York,atm,False
46.8,transfer,online,New York,mobile,False
1649.12,deposit,entertainment,New York,atm,True
11.23,transfer,entertainment,Tokyo,atm,False
1052.58,deposit,entertainment,Tokyo,atm,False
1382.99,deposit,online,Tokyo,atm,False
22.45,transfer,online,Tokyo,mobile,False
1259.55,deposit,online,New York,atm,False
13.61,transfer,online,Tokyo,mobile,False
76.14,transfer,online,New York,mobile,False
11.85,transfer,entertainment,Tokyo,mobile,False
36.63,transfer,entertainment,Tokyo,mobile,False
7.62,transfer,online,New York,mobile,False
1035.59,deposit,entertainment,New York,atm,False
977.24,deposit,entertainment,Tokyo,mobile,False
21.45,transfer,entertainment,Tokyo,atm,False
711.31,deposit,online,New York,mobile,False
0.01,deposit,online,New York,mobile,False
29.61,transfer,online,New York,atm,False
33.73,transfer,entertainment,New York,atm,False
280.01,deposit,online,Tokyo,mobile,False
10.3,transfer,entertainment,New York,mobile,False
1863.07,deposit,online,Tokyo,atm,False
6.89,transfer,online,New York,atm,False
1085.89,deposit,entertainment,Tokyo,mobile,False
933.5,deposit,entertainment,New York,atm,False
17.83,transfer,entertainment,Tokyo,mobile,False
16.07,transfer,online,Tokyo,mobile,False
808.42,deposit,entertainment,New York,atm,False
1897.05,deposit,online,Tokyo,atm,False
900.53,deposit,entertainment,New York,atm,False
13.24,transfer,entertainment,Tokyo,atm,False
1416.28,deposit,entertainment,New York,mobile,False
56.06,transfer,online,New York,mobile,False
31.55,transfer,online,New York,atm,False
53.23,transfer,online,Tokyo,mobile,True
